body,documents,type,id,gold_exact_answer,gold_ideal_answer,retrieved_pmids,retrieved_docids,pred_exact_answer,pred_ideal_answer,raw_llm,sources,answer_em,answer_f1,contexts
Which is the major phytoalexin in alfalfa (Medicago sativa L.)?,"['9484461', '7625843', '1912490', '16667691', '19343413', '16667295', '24226375']",factoid,5543829fed966d112c000009,[['medicarpin']],"['The major phytoalexin in alfalfa (Medicago sativa L.) is the isoflavonoid (-)-medicarpin (or 6aR, 11aR)-medicarpin. Medicarpin is synthesized via the isoflavonoid branch of phenylpropanoid metabolism.']","['22147611', '22175015', '22707725', '15143168', '23424633']","['22147611#0', '22175015#1', '22707725#2', '15143168#3', '23424633#4']",[],,"```json
{
  ""exact_answer"": """",
  ""ideal_answer"": """"
}
```","[{'doc_id': '22147611#0', 'pmid': '22147611', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22175015#1', 'pmid': '22175015', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22707725#2', 'pmid': '22707725', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '15143168#3', 'pmid': '15143168', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23424633#4', 'pmid': '23424633', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['particular challenge for the pediatrician is the sufficient and adequate pain therapy in palliative care.', 'to the classical p38α isoform, although they may play central and distinct role in certain physiological and pathological processes.', 'Given the synergistic consequences on contractility, it is not surprising that the mutants cause lethal, hereditary dilated cardiomyopathy.', 'findings suggest that CK2 phosphorylation of Bdf1 may regulate RNA polymerase II transcription and/or chromatin structure.', 'insight into viral replication, viral immune evasion strategies, and the mechanism of antiviral RNAi.']"
In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,"['22201950', '20435731', '20479947', '16950921', '20036541']",factoid,5544de7a5beec11c10000005,[['stationary phase']],"['Factors involved in RNA polymerase (RNAP) processivity or transcriptional derepression, such as Mfd (transcription coupling repair factor), contribute to the generation of stress-induced mutations. Under stress, transcription-associated mutagenesis is increased. Stress-induced transcription-associated mutations are acquired by nondividing cells, during stationary phase, and are not observed under conditions of exponential growth.']","['22707725', '19131518', '22955974', '15641091', '23065279']","['22707725#0', '19131518#1', '22955974#2', '15641091#3', '23065279#4']",[],"It is not surprising that the mutants cause lethal, hereditary dilated cardiomyopathy.","```json
{
  ""exact_answer"": """",
  ""ideal_answer"": ""It is not surprising that the mutants cause lethal, hereditary dilated cardiomyopathy.""
}
```","[{'doc_id': '22707725#0', 'pmid': '22707725', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '19131518#1', 'pmid': '19131518', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22955974#2', 'pmid': '22955974', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '15641091#3', 'pmid': '15641091', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23065279#4', 'pmid': '23065279', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Given the synergistic consequences on contractility, it is not surprising that the mutants cause lethal, hereditary dilated cardiomyopathy.', 'We propose that this isoform may be involved in modulating the cellular response to the rapid early cell cycles in externally developing species.', 'For alternative exons and long noncoding RNAs, splicing tends to occur later, and the latter might remain unspliced in some cases.', 'a potential pathway that would account for the diminished synovial inflammation and the decreased numbers of synovial macrophages evident after TNF blockade.', 'better association of the molecular defects with the severity of the deficiency than with clinical manifestations.']"
What is the effect of enamel matrix derivative on pulp regeneration?,"['24279667', '24246686', '23880267', '21166828', '12640753']",factoid,55450521bf90a13052000001,[['increase of the osteogenic potential of hDPCs']],"['EMD increased the osteogenic potential of hDPCs. The expression levels of osteogenesis-related genes, such as ALP, DSPP, BMP, and OPN were also upregulated. In addition, the expression levels of odontogenesis-related transcription factors Osterix and Runx2 were upregulated. Proliferated pulp tissue partly filled the space initially occupied by EMDgel and isolated masses within the proliferated pulp tissue.']","['12640753', '20531305', '12105396', '23845576', '24220097']","['12640753#0', '20531305#1', '12105396#2', '23845576#3', '24220097#4']",[],that EMD is capable of promoting reparative processes in the wounded pulp more strongly than is calcium hydroxide.,"```json
{
""exact_answer"": """",
""ideal_answer"": ""that EMD is capable of promoting reparative processes in the wounded pulp more strongly than is calcium hydroxide.""
}
```","[{'doc_id': '12640753#0', 'pmid': '12640753', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '20531305#1', 'pmid': '20531305', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '12105396#2', 'pmid': '12105396', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23845576#3', 'pmid': '23845576', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '24220097#4', 'pmid': '24220097', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['that EMD is capable of promoting reparative processes in the wounded pulp more strongly than is calcium hydroxide.', 'how EMT and CSCs may contribute to drug resistance, as well as therapeutic strategies to overcome this clinically.', 'changes patterns of vesicular trafficking, it is possible that the regulation of intracellular trafficking may underlie the changes seen in lysosomal proteolysis with growth.', 'The specific focus will be the assessment and quantification of myocardial perfusion and magnetic relaxation times.', 'also shows the utility of molecular testing to support the hypothesis of primary versus metastatic disease in melanoma.']"
Which gene strand is targeted by transcription-coupled repair (TCR)?,"['22902626', '21466822', '21214942', '20978633', '20463888', '19381941', '18817898', '18291710', '9288788', '9934845', '16158195', '8972850', '9637246', '12142466', '12509290', '14599769', '7957102', '17015469', '16394029', '11182543', '15186415', '14599741', '15380101', '14734564', '16978026', '15913669', '11452033', '10637337', '8807287', '22749141', '17893751', '9150262', '9065408', '11821423', '15249207']",factoid,5545186cbf90a13052000002,[['the transcribed strand']],"['Nucleotide Excision Repair (NER) removes a variety of helix-distorting lesions from DNA. It has two sub-pathways, the global genome (gg) NER and the transcription-coupled repair (TCR). TCR is triggered when a RNA polymerase, translocating along the transcribed strand, is arrested at a lesion or unusual structure in the DNA. TCR is dedicated to target and repair the transcribed strand of an active gene.']","['23424633', '22789835', '11239395', '17517655', '23845576']","['23424633#0', '22789835#1', '11239395#2', '17517655#3', '23845576#4']",[['mRNA']],"because Ccr4p and Caf1p interact with transcription factors, these results suggest an unexpected link between mRNA synthesis and turnover.","```json
{
  ""exact_answer"": ""mRNA"",
  ""ideal_answer"": ""because Ccr4p and Caf1p interact with transcription factors, these results suggest an unexpected link between mRNA synthesis and turnover.""
}
```","[{'doc_id': '23424633#0', 'pmid': '23424633', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22789835#1', 'pmid': '22789835', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '11239395#2', 'pmid': '11239395', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '17517655#3', 'pmid': '17517655', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23845576#4', 'pmid': '23845576', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['insight into viral replication, viral immune evasion strategies, and the mechanism of antiviral RNAi.', 'for selecting particular patients, who will safely respond to therapeutic inhibition of tyrosine kinases.', 'because Ccr4p and Caf1p interact with transcription factors, these results suggest an unexpected link between mRNA synthesis and turnover.', 'better understanding of experimental observations concerning the origin of product specificity for PKMTs.', 'The specific focus will be the assessment and quantification of myocardial perfusion and magnetic relaxation times.']"
Patients of which disease could be treated by utilizing knowledge obtained from experiments suppressing TDP-43 toxicity in yeast?,['23104007'],factoid,5545e65bd355485447000001,[['Amyotrophic lateral sclerosis (ALS)']],"['Amyotrophic lateral sclerosis (ALS).', 'The strongest suppressor of TDP-43 toxicity was deletion of DBR1, which encodes an RNA lariat debranching enzyme. We show that, in the absence of Dbr1 enzymatic activity, intronic lariats accumulate in the cytoplasm and likely act as decoys to sequester TDP-43, preventing it from interfering with essential cellular RNAs and RNA-binding proteins. Knockdown of Dbr1 in a human neuronal cell line or in primary rat neurons is also sufficient to rescue TDP-43 toxicity. Our findings provide insight into TDP-43-mediated cytotoxicity and suggest that decreasing Dbr1 activity could be a potential therapeutic approach for ALS  ', 'The strongest suppressor of TDP-43 toxicity was deletion of DBR1, which encodes an RNA lariat debranching enzyme. We show that, in the absence of Dbr1 enzymatic activity, intronic lariats accumulate in the cytoplasm and likely act as decoys to sequester TDP-43, preventing it from interfering with essential cellular RNAs and RNA-binding proteins. Knockdown of Dbr1 in a human neuronal cell line or in primary rat neurons is also sufficient to rescue TDP-43 toxicity. Our findings provide insight into TDP-43-mediated cytotoxicity and suggest that decreasing Dbr1 activity could be a potential therapeutic approach for ALS  ', 'The strongest suppressor of TDP-43 toxicity was deletion of DBR1, which encodes an RNA lariat debranching enzyme. We show that, in the absence of Dbr1 enzymatic activity, intronic lariats accumulate in the cytoplasm and likely act as decoys to sequester TDP-43, preventing it from interfering with essential cellular RNAs and RNA-binding proteins. Knockdown of Dbr1 in a human neuronal cell line or in primary rat neurons is also sufficient to rescue TDP-43 toxicity. Our findings provide insight into TDP-43-mediated cytotoxicity and suggest that decreasing Dbr1 activity could be a potential therapeutic approach for ALS  ', 'The strongest suppressor of TDP-43 toxicity was deletion of DBR1, which encodes an RNA lariat debranching enzyme. We show that, in the absence of Dbr1 enzymatic activity, intronic lariats accumulate in the cytoplasm and likely act as decoys to sequester TDP-43, preventing it from interfering with essential cellular RNAs and RNA-binding proteins. Knockdown of Dbr1 in a human neuronal cell line or in primary rat neurons is also sufficient to rescue TDP-43 toxicity. Our findings provide insight into TDP-43-mediated cytotoxicity and suggest that decreasing Dbr1 activity could be a potential therapeutic approach for ALS  ', 'The strongest suppressor of TDP-43 toxicity was deletion of DBR1, which encodes an RNA lariat debranching enzyme. We show that, in the absence of Dbr1 enzymatic activity, intronic lariats accumulate in the cytoplasm and likely act as decoys to sequester TDP-43, preventing it from interfering with essential cellular RNAs and RNA-binding proteins. Knockdown of Dbr1 in a human neuronal cell line or in primary rat neurons is also sufficient to rescue TDP-43 toxicity. Our findings provide insight into TDP-43-mediated cytotoxicity and suggest that decreasing Dbr1 activity could be a potential therapeutic approach for ALS  ']","['22528454', '24298072', '22050625', '21281740', '19345130']","['22528454#0', '24298072#1', '22050625#2', '21281740#3', '19345130#4']",[['TDP-43']],"Our results demonstrate that the patient-specific mutated cardiomyocytes can be used to study the electrophysiological mechanisms underlying CPVT. This suggests that knowledge obtained from experiments suppressing TDP-43 toxicity in yeast could be utilized to treat patients with TDP-43 related diseases, such as Cardiotropic Polymorphic Ventricular Tachycardia (CPVT).","```json
{
  ""exact_answer"": ""TDP-43"",
  ""ideal_answer"": ""Our results demonstrate that the patient-specific mutated cardiomyocytes can be used to study the electrophysiological mechanisms underlying CPVT. This suggests that knowledge obtained from experiments suppressing TDP-43 toxicity in yeast could be utilized to treat patients with TDP-43 related diseases, such as Cardiotropic Polymorphic Ventricular Tachycardia (CPVT).""
}
```","[{'doc_id': '22528454#0', 'pmid': '22528454', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '24298072#1', 'pmid': '24298072', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22050625#2', 'pmid': '22050625', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '21281740#3', 'pmid': '21281740', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '19345130#4', 'pmid': '19345130', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['a combination of miR-21 inhibitor and TMZ could be an effective therapeutic strategy for GSC apoptosis to prevent potential glioblastoma recurrence.', 'and functional studies with patient-derived tumor xenograft models will be essential components in clinical and biological studies as means of resolving this heterogeneity.', 'our results demonstrate that the patient-specific mutated cardiomyocytes can be used to study the electrophysiological mechanisms underlying CPVT.', 'The study while validating neutral Comet assay in D. melanogaster suggests its use for in vivo assessment of environmental chemical induced DSBs.', 'predispose to ischemia induced arrhythmic storm. These results could be very useful for forensic implications regarding genetic screening in relatives.']"
Which is the most known bacterium responsible for botulism (sausage-poisoning)?,"['24253240', '24252701', '24252222', '24246230', '24206405', '23971808', '23971806', '21130733', '15839401', '23421373', '23239346', '23523511', '21747146', '15027048', '20961439', '11153358', '24997242', '18388640', '21171846', '21975066', '20569065', '17458494', '24961027', '19573697', '23971804', '16080379', '23025151']",factoid,55475dc2f35db75526000001,[['Clostridium botulinum']],"['Botulism is a severe neuroparalytic disease caused by botulinum neurotoxin (BoNT), and affects humans, all warm-blooded animals, birds, and some fishes. Botulinum toxin is produced under anaerobic conditions by the bacterium Clostridium botulinum, which is the most known etiological agent of the disease, and some other clostridia, and is one of the most dangerous toxin in the world.']","['22811911', '22614287', '22707725', '20129283', '23847761']","['22811911#0', '22614287#1', '22707725#2', '20129283#3', '23847761#4']",[],"Given the synergistic consequences on contractility, it is not surprising that the mutants cause lethal, hereditary dilated cardiomyopathy.","```json
{
""exact_answer"": """",
""ideal_answer"": ""Given the synergistic consequences on contractility, it is not surprising that the mutants cause lethal, hereditary dilated cardiomyopathy.""
}
```","[{'doc_id': '22811911#0', 'pmid': '22811911', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22614287#1', 'pmid': '22614287', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22707725#2', 'pmid': '22707725', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '20129283#3', 'pmid': '20129283', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23847761#4', 'pmid': '23847761', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['In conclusion, while regular physical activity increases life expectancy, it remains unclear if high-intensity sports activities further increase life expectancy.', 'We also provide strong evidence for overlap in genetic risk between schizophrenia and bipolar disorder.', 'Given the synergistic consequences on contractility, it is not surprising that the mutants cause lethal, hereditary dilated cardiomyopathy.', 'Additional studies drawing on the data presented here may help further distinguish pathogenic mutations from similarly rare but otherwise innocuous ones found in cases.', 'progress toward the discovery, pre-clinical development, and clinical study of novel molecular therapeutics.']"
"In which kingdom do microsporidia belong, according to their current classification scheme?","['24104931', '23917025', '23087371', '22651672', '22503551', '20479876', '17572334', '17051209', '10666703', '25258042', '18976912', '25134955', '24558617', '25182222']",factoid,5547a01cf35db75526000005,[['Fungi']],"['Traditionally, microsporidia were considered as protozoans, but recently they have been reclassified as the earliest-diverging clade of sequenced fungi. Microsporidia are a diverse group of obligate, intracellular, eukaryotic, spore-forming parasites; they are ubiquitous fungi, with genomes that have undergone a strong reduction.']","['22175015', '15143168', '12732098', '11484199', '17483436']","['22175015#0', '15143168#1', '12732098#2', '11484199#3', '17483436#4']",[],The document does not provide information about the kingdom to which microsporidia belong.,"```json
{
  ""exact_answer"": """",
  ""ideal_answer"": ""The document does not provide information about the kingdom to which microsporidia belong.""
}
```","[{'doc_id': '22175015#0', 'pmid': '22175015', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '15143168#1', 'pmid': '15143168', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '12732098#2', 'pmid': '12732098', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '11484199#3', 'pmid': '11484199', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '17483436#4', 'pmid': '17483436', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['to the classical p38α isoform, although they may play central and distinct role in certain physiological and pathological processes.', 'findings suggest that CK2 phosphorylation of Bdf1 may regulate RNA polymerase II transcription and/or chromatin structure.', 'the ori and ter regions and the bacterial chromosomes have a strong tendency towards a physical balance between ori and ter.', 'with deletions of the distal long arm of chromosome 13 are sufficiently consistent to suggest a clinical syndrome.', 'data using multivariate analysis, microRNA expression profiles may provide a critical link for understanding mechanisms involved in chemosensitivity and chemoresistance.']"
What is the effect induced by sympathetic nervous system on pupil size?,"['21601076', '14639139', '8873544', '3604881', '11306012', '9247742', '9357887', '7697953', '3423165', '6499637', '7188336', '6881176', '6413073', '1619750']",factoid,5547ec32f35db7552600000a,[['pupillary dilatation (increase of the pupil size)']],"['Pupil size is determined by the interaction of the parasympathetic and the sympathetic nervous system. The sympathetic nervous system acts either directly on the dilator muscle (peripherally) or centrally by inhibiting the Edinger-Westphal nucleus. Thus, the sympathetic nervous system mediates pupillary dilatation.']","['22707725', '23845576', '22147611', '17693653', '17182866']","['22707725#0', '23845576#1', '22147611#2', '17693653#3', '17182866#4']",[],The document does not contain information about the effect of the sympathetic nervous system on pupil size.,"```json
{
""exact_answer"": """",
""ideal_answer"": ""The document does not contain information about the effect of the sympathetic nervous system on pupil size.""
}
```","[{'doc_id': '22707725#0', 'pmid': '22707725', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23845576#1', 'pmid': '23845576', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22147611#2', 'pmid': '22147611', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '17693653#3', 'pmid': '17693653', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '17182866#4', 'pmid': '17182866', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Given the synergistic consequences on contractility, it is not surprising that the mutants cause lethal, hereditary dilated cardiomyopathy.', 'The specific focus will be the assessment and quantification of myocardial perfusion and magnetic relaxation times.', 'particular challenge for the pediatrician is the sufficient and adequate pain therapy in palliative care.', 'in assessing the biological activity of antiangiogenic agents in the absence of validated biological assays.', 'that DNA methylation plays important roles in both long-range gene silencing and lineage-specific silencing in embryogenesis.']"
What type of enzyme is peroxiredoxin 2 (PRDX2)?,"['23889121', '23749642', '22989627', '22916248', '21902453', '21248284', '20646000', '19969073', '19812325', '19375361', '18479207', '18222042', '17522089', '17105810', '12943237']",factoid,52bf1f1303868f1b06000014,['antioxidant'],"Peroxiredoxin 2 (PRDX2) is an antioxidant enzyme that uses cysteine residues to decompose peroxides. 
Peroxiredoxin-2 (PRDX2), an enzyme reducing hydrogen peroxide and lipid peroxides 
Peroxiredoxin 2 (Prx2) is a thiol-dependent peroxidase.","['22175015', '23424633', '23083810', '22147611', '17693653']","['22175015#0', '23424633#1', '23083810#2', '22147611#3', '17693653#4']",[],PRDX2,"```json
{
""exact_answer"": """",
""ideal_answer"": ""PRDX2""
}
```","[{'doc_id': '22175015#0', 'pmid': '22175015', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23424633#1', 'pmid': '23424633', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23083810#2', 'pmid': '23083810', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22147611#3', 'pmid': '22147611', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '17693653#4', 'pmid': '17693653', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['to the classical p38α isoform, although they may play central and distinct role in certain physiological and pathological processes.', 'insight into viral replication, viral immune evasion strategies, and the mechanism of antiviral RNAi.', 'describe currently available compounds with significant therapeutic potential for treating genetic disorders and cancer.', 'particular challenge for the pediatrician is the sufficient and adequate pain therapy in palliative care.', 'in assessing the biological activity of antiangiogenic agents in the absence of validated biological assays.']"
What is the rate of survival after commotio cordis?,"['23107651', '21763255', '23015869', '11879111', '11555799', '20086611']",factoid,530cf4e0c8a0b4a00c000007,['10-28%'],"Survival rates for commotio cordis are low, even when resuscitation is performed. Survival rates vary between 10% and 28%.","['22707725', '19345130', '23065279', '1290288', '17517655']","['22707725#0', '19345130#1', '23065279#2', '1290288#3', '17517655#4']",[],The document does not provide information on the rate of survival after commotio cordis.,"```json
{
""exact_answer"": """",
""ideal_answer"": ""The document does not provide information on the rate of survival after commotio cordis.""
}
```","[{'doc_id': '22707725#0', 'pmid': '22707725', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '19345130#1', 'pmid': '19345130', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23065279#2', 'pmid': '23065279', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '1290288#3', 'pmid': '1290288', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '17517655#4', 'pmid': '17517655', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Given the synergistic consequences on contractility, it is not surprising that the mutants cause lethal, hereditary dilated cardiomyopathy.', 'predispose to ischemia induced arrhythmic storm. These results could be very useful for forensic implications regarding genetic screening in relatives.', 'better association of the molecular defects with the severity of the deficiency than with clinical manifestations.', 'However, in spite of this fact, successful therapeutic use of antiarrhythmic drugs remains, to a large extent, still empirical.', 'better understanding of experimental observations concerning the origin of product specificity for PKMTs.']"
Which hormone concentrations are altered in patients with the Allan–Herndon–Dudley syndrome?,"['24268987', '24170966', '23592749', '23550058', '23419639', '23392090', '23235483', '23161551', '22890106', '22719050', '22543196', '21896621', '21835051', '21825978', '21303950', '21264952', '21098685', '20879691', '20713192', '20628049', '20435089', '20083155', '19936787', '19811520', '19641107', '19541799', '19018842', '18589880', '18398436', '17899191', '17574010', '15980113', '15889350', '24275187', '24027558']",factoid,530f900ee3eabad021000003,['Thyroid'],"Thyroid hormone concentrations are altered in patients with the Allan-Herndon-Dudley syndrome. In particular, high serum T3 levels and low-normal to low T4 serum levels are common in the Allan-Herndon-Dudley syndrome. It is, an X linked condition, is characterized by severe intellectual disability, dysarthria, athetoid movements, muscle hypoplasia and spastic paraplegia in combination.","['21614516', '23402716', '9010711', '8178941', '12764196']","['21614516#0', '23402716#1', '9010711#2', '8178941#3', '12764196#4']",[['PYY']],"forms of exercise lowered acylated ghrelin and increased total PYY, but the changes did not differ significantly between exercise modes.","```json
{
  ""exact_answer"": ""PYY"",
  ""ideal_answer"": ""forms of exercise lowered acylated ghrelin and increased total PYY, but the changes did not differ significantly between exercise modes.""
}
```","[{'doc_id': '21614516#0', 'pmid': '21614516', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23402716#1', 'pmid': '23402716', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '9010711#2', 'pmid': '9010711', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '8178941#3', 'pmid': '8178941', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '12764196#4', 'pmid': '12764196', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['The results indicate the calcium handling properties of hiPSC-derived cardiomyocytes are relatively immature to hESC counterparts.', 'forms of exercise lowered acylated ghrelin and increased total PYY, but the changes did not differ significantly between exercise modes.', 'only minor effects on the TSH secretion after CPB. The influence of a previous iodine contamination is negligible.', 'family history of pancreatic carcinoma for K-ras mutations may identify patients at risk for the development of invasive carcinoma.', 'On the basis of these findings, we identified mutations that activated the exonization of a silent intronic Alu.']"
At which kind of individuals is pharmacological treatment of subclinical hypothyroidism effective in reducing cardiovascular events?,"['23559085', '22529180', '19463607', '19114542', '17544610', '16542047', '16026106', '17636722']",factoid,52efbfccc8da898910000018,['effective in younger individuals'],"Treatment of subclinical hypothyroidism is associated with fewer cardiovascular events in younger individuals, but this issue has not been resolved yet in elderly people.","['12608662', '22072984', '20100064', '18353884', '20073388']","['12608662#0', '22072984#1', '20100064#2', '18353884#3', '20073388#4']",[],Results suggest that workers with depression may benefit from care involving medical and vocational interventions.,"```json
{
""exact_answer"": """",
""ideal_answer"": ""Results suggest that workers with depression may benefit from care involving medical and vocational interventions.""
}
```","[{'doc_id': '12608662#0', 'pmid': '12608662', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22072984#1', 'pmid': '22072984', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '20100064#2', 'pmid': '20100064', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '18353884#3', 'pmid': '18353884', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '20073388#4', 'pmid': '20073388', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['our study suggest that cellular immune response may play an important role in the pathogenesis of subacute thyroiditis.', 'some susceptibility alleles for autoimmune diseases may be maintained in human population due to past selective processes.', 'in this case series who required hospitalization did not have an additional risk factor other than being pregnant.', 'Moreover, DITPA and T(4) were efficacious in preventing effects of hypothyroidism on cardiac function and BVD.', 'Results suggest that workers with depression may benefit from care involving medical and vocational interventions.']"
Which is the prognostic meaning of delayed enhancement documented in patients hypertrophic cardiomyopathy?,"['20339815', '20079992', '19808288', '22498326', '21498307', '19474054', '18562248', '18208827', '23376948', '21234292', '22348519', '19740409', '18204915', '12224720', '20102955', '19477402', '22128204', '19784900', '15861263', '22135401', '20667520', '20688032', '22687593', '22935464']",factoid,5339ecf4d6d3ac6a3400005f,['Delayed enhancement by CMR has prognostic value in predicting adverse cardiovascular events among HCM patients.'],"Delayed enhancement by CMR has prognostic value in predicting adverse cardiovascular events among HCM patients, and is associated with cardiovascular mortality, heart failure death, and all-cause mortality in HCM.","['22707725', '17693653', '21614516', '16831826', '20934152']","['22707725#0', '17693653#1', '21614516#2', '16831826#3', '20934152#4']",[['dilated cardiomyopathy']],"Given the synergistic consequences on contractility, it is not surprising that the mutants cause lethal, hereditary dilated cardiomyopathy.","```json
{
  ""exact_answer"": ""dilated cardiomyopathy"",
  ""ideal_answer"": ""Given the synergistic consequences on contractility, it is not surprising that the mutants cause lethal, hereditary dilated cardiomyopathy.""
}
```","[{'doc_id': '22707725#0', 'pmid': '22707725', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '17693653#1', 'pmid': '17693653', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '21614516#2', 'pmid': '21614516', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '16831826#3', 'pmid': '16831826', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '20934152#4', 'pmid': '20934152', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Given the synergistic consequences on contractility, it is not surprising that the mutants cause lethal, hereditary dilated cardiomyopathy.', 'in assessing the biological activity of antiangiogenic agents in the absence of validated biological assays.', 'The results indicate the calcium handling properties of hiPSC-derived cardiomyocytes are relatively immature to hESC counterparts.', 'These data also suggest that routine echocardiography is not an obligatory component of broad-based screening programmes designed to identify young athletes with HCM.', 'double-blind clinical trial is needed before it can be determined that statins are beneficial for patients with aneurysmal SAH.']"
